"alter_ID","ego_ID","alter_num","alter.sex","alter.age.cat","alter.rel","alter.nat","alter.res","alter.clo","alter.loan","alter.fam","alter.age"
7127,71,27,"Male","51-60","Acquaintances","Sri Lanka","Italy",1,"No","No",60
7128,71,28,"Male","36-40","Friends","Sri Lanka","Italy",5,"Yes","No",39
7129,71,29,"Male","31-35","Friends","Sri Lanka","Italy",1,"No","No",32
7130,71,30,"Male","26-30","Friends","Sri Lanka","Italy",2,"No","No",29
7131,71,31,"Male","31-35","Friends","Sri Lanka","Italy",5,"No","No",33
7132,71,32,"Male","31-35","Friends","Sri Lanka","Italy",2,"No","No",33
7133,71,33,"Male","18-25","Friends","Sri Lanka","Italy",5,"Yes","No",21
7134,71,34,"Male","51-60","Acquaintances","Italy","Italy",5,"Yes","No",53
7135,71,35,"Female","36-40","Close family","Sri Lanka","Italy",NA,NA,"Yes",36
7136,71,36,"Male","31-35","Friends","Sri Lanka","Italy",5,"No","No",32
7137,71,37,"Female","18-25","Friends","Sri Lanka","Italy",5,"No","No",24
7138,71,38,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",45
7139,71,39,"Female","36-40","Friends","Sri Lanka","Italy",5,"Yes","No",39
7140,71,40,"Male","41-50","Friends","Sri Lanka","Other",5,"Yes","No",42
7141,71,41,"Female","26-30","Friends","Sri Lanka","Other",5,"No","No",27
7142,71,42,"Male","41-50","Acquaintances","Sri Lanka","Italy",1,"No","No",49
7143,71,43,"Male","26-30","Acquaintances","Sri Lanka","Italy",1,"No","No",29
7144,71,44,"Male","41-50","Acquaintances","Other","Italy",1,"Yes","No",47
7145,71,45,"Male","41-50","Acquaintances","Sri Lanka","Italy",1,"No","No",48
7301,73,1,"Male","26-30","Friends","Sri Lanka","Italy",4,"Yes","No",28
7302,73,2,"Female","60+","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",65
7303,73,3,"Female","31-35","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",32
7304,73,4,"Female","51-60","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",57
7305,73,5,"Female","31-35","Close family","Sri Lanka","Italy",NA,NA,"Yes",34
7306,73,6,"Female","26-30","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",27
7307,73,7,"Male","31-35","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",32
7308,73,8,"Male","41-50","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",44
7309,73,9,"Male","31-35","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",31
7310,73,10,"Female","26-30","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",29
7311,73,11,"Female","36-40","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",37
7312,73,12,"Male","51-60","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",57
7313,73,13,"Female","51-60","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",57
7314,73,14,"Male","26-30","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",26
7315,73,15,"Female","18-25","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",19
7316,73,16,"Female","18-25","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",23
7317,73,17,"Male","36-40","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",36
7318,73,18,"Female","31-35","Friends","Sri Lanka","Sri Lanka",4,"No","No",33
7319,73,19,"Male","31-35","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",33
7320,73,20,"Female","26-30","Friends","Sri Lanka","Sri Lanka",4,"No","No",29
7321,73,21,"Male","36-40","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",37
7322,73,22,"Female","36-40","Friends","Sri Lanka","Sri Lanka",4,"No","No",39
7323,73,23,"Male","36-40","Friends","Sri Lanka","Italy",5,"Yes","No",36
7324,73,24,"Female","36-40","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",37
7325,73,25,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",32
7326,73,26,"Female","26-30","Acquaintances","Sri Lanka","Sri Lanka",2,"No","No",28
7327,73,27,"Male","41-50","Acquaintances","Sri Lanka","Italy",3,"No","No",47
7328,73,28,"Female","51-60","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",53
7329,73,29,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",46
7330,73,30,"Female","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",34
7331,73,31,"Male","36-40","Acquaintances","Other","Italy",3,"No","No",38
7332,73,32,"Male","31-35","Acquaintances","Other","Italy",3,"No","No",34
7333,73,33,"Male","41-50","Acquaintances","Sri Lanka","Italy",2,"No","No",44
7334,73,34,"Male","31-35","Friends","Sri Lanka","Italy",4,"No","No",32
7335,73,35,"Female","26-30","Acquaintances","Sri Lanka","Italy",3,"No","No",27
7336,73,36,"Female","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",35
7337,73,37,"Male","41-50","Friends","Sri Lanka","Italy",5,"No","No",42
7338,73,38,"Male","26-30","Friends","Sri Lanka","Italy",4,"No","No",29
7339,73,39,"Female","26-30","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",26
7340,73,40,"Male","41-50","Friends","Italy","Italy",4,"No","No",47
7341,73,41,"Male","41-50","Friends","Italy","Italy",5,"Yes","No",49
7342,73,42,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",32
7343,73,43,"Male","31-35","Friends","Sri Lanka","Italy",3,"No","No",33
7344,73,44,"Male","51-60","Friends","Sri Lanka","Italy",5,"Yes","No",54
7345,73,45,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",32
7401,74,1,"Male","31-35","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",35
7402,74,2,"Female","31-35","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",33
7403,74,3,"Male","18-25","Friends","Sri Lanka","Italy",3,"No","No",23
7404,74,4,"Male","31-35","Friends","Sri Lanka","Italy",2,"No","No",35
7405,74,5,"Male","18-25","Friends","Sri Lanka","Italy",2,"No","No",19
7406,74,6,"Male","31-35","Friends","Sri Lanka","Sri Lanka",4,"No","No",32
7407,74,7,"Male","26-30","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",30
7408,74,8,"Male","26-30","Friends","Sri Lanka","Sri Lanka",4,"No","No",26
7409,74,9,"Male","36-40","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",39
7410,74,10,"Male","26-30","Friends","Sri Lanka","Sri Lanka",3,"Yes","No",27
7411,74,11,"Male","26-30","Friends","Sri Lanka","Italy",3,"No","No",27
7412,74,12,"Male","26-30","Friends","Sri Lanka","Italy",3,"No","No",27
7413,74,13,"Male","41-50","Friends","Sri Lanka","Italy",3,"Yes","No",41
7414,74,14,"Male","41-50","Friends","Sri Lanka","Italy",3,"No","No",42
7415,74,15,"Male","41-50","Friends","Sri Lanka","Italy",2,"Yes","No",44
7416,74,16,"Male","41-50","Acquaintances","Sri Lanka","Italy",2,"No","No",45
7417,74,17,"Male","36-40","Friends","Sri Lanka","Italy",3,"Yes","No",39
7418,74,18,"Male","41-50","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",49
7419,74,19,"Male","36-40","Friends","Sri Lanka","Other",4,"Yes","No",38
7420,74,20,"Male","36-40","Friends","Sri Lanka","Other",4,"Yes","No",38
7421,74,21,"Male","26-30","Acquaintances","Sri Lanka","Italy",3,"No","No",28
7422,74,22,"Female","18-25","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",18
7423,74,23,"Female","31-35","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",35
7424,74,24,"Female","26-30","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",29
7425,74,25,"Male","26-30","Acquaintances","Italy","Other",4,"No","No",26
7426,74,26,"Male","31-35","Acquaintances","Italy","Italy",3,"No","No",35
7427,74,27,"Male","31-35","Acquaintances","Other","Italy",3,"Yes","No",32
7428,74,28,"Male","26-30","Acquaintances","Sri Lanka","Italy",3,"Yes","No",28
7429,74,29,"Male","41-50","Acquaintances","Sri Lanka","Italy",3,"No","No",44
7430,74,30,"Female","31-35","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",33
7431,74,31,"Female","31-35","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",33
7432,74,32,"Female","41-50","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",44
7433,74,33,"Female","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",52
7434,74,34,"Female","41-50","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",44
7435,74,35,"Female","36-40","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",38
7436,74,36,"Male","31-35","Friends","Sri Lanka","Italy",3,"Yes","No",33
7437,74,37,"Male","26-30","Friends","Sri Lanka","Sri Lanka",3,"No","No",30
7438,74,38,"Male","18-25","Friends","Sri Lanka","Sri Lanka",3,"No","No",22
7439,74,39,"Male","18-25","Friends","Sri Lanka","Italy",5,"No","No",21
7440,74,40,"Male","36-40","Friends","Sri Lanka","Italy",4,"Yes","No",40
7441,74,41,"Female","26-30","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",28
7442,74,42,"Male","31-35","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",31
7443,74,43,"Male","26-30","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",28
7444,74,44,"Male","36-40","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",38
7445,74,45,"Male","41-50","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",43
7801,78,1,"Female","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",60
7802,78,2,"Female","36-40","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",37
7803,78,3,"Female","31-35","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",31
7804,78,4,"Female","31-35","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",35
7805,78,5,"Female","26-30","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",27
7806,78,6,"Male","36-40","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",39
7807,78,7,"Male","36-40","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",40
7808,78,8,"Male","36-40","Other family","Sri Lanka","Sri Lanka",1,"No","Yes",39
7809,78,9,"Male","36-40","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",40
7810,78,10,"Male","31-35","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",33
7811,78,11,"Female","26-30","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",29
7812,78,12,"Male","26-30","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",30
7813,78,13,"Male","26-30","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",29
7814,78,14,"Male","36-40","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",38
7815,78,15,"Male","36-40","Friends","Sri Lanka","Sri Lanka",5,"No","No",39
7816,78,16,"Male","36-40","Friends","Sri Lanka","Other",5,"Yes","No",40
7817,78,17,"Male","36-40","Friends","Sri Lanka","Other",5,"Yes","No",40
7818,78,18,"Male","36-40","Friends","Sri Lanka","Other",5,"Yes","No",39
7819,78,19,"Male","36-40","Friends","Sri Lanka","Other",5,"Yes","No",37
7820,78,20,"Male","36-40","Friends","Sri Lanka","Sri Lanka",5,"No","No",38
7821,78,21,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",49
7822,78,22,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",43
7823,78,23,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",34
7824,78,24,"Male","26-30","Friends","Sri Lanka","Italy",5,"Yes","No",28
7825,78,25,"Male","36-40","Friends","Sri Lanka","Italy",1,"No","No",40
7826,78,26,"Male","26-30","Friends","Sri Lanka","Italy",1,"No","No",27
7827,78,27,"Male","26-30","Friends","Sri Lanka","Italy",1,"Yes","No",29
7828,78,28,"Female","26-30","Friends","Sri Lanka","Italy",1,"No","No",28
7829,78,29,"Male","51-60","Acquaintances","Sri Lanka","Italy",5,"Yes","No",56
7830,78,30,"Female","36-40","Friends","Sri Lanka","Italy",5,"No","No",38
7831,78,31,"Female","26-30","Friends","Sri Lanka","Italy",5,"No","No",27
7832,78,32,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",34
7833,78,33,"Female","31-35","Friends","Sri Lanka","Italy",5,"No","No",31
7834,78,34,"Male","36-40","Acquaintances","Sri Lanka","Italy",5,"No","No",36
7835,78,35,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",34
7836,78,36,"Male","31-35","Friends","Sri Lanka","Italy",5,"No","No",35
7837,78,37,"Male","41-50","Friends","Italy","Italy",5,"No","No",41
7838,78,38,"Male","36-40","Friends","Sri Lanka","Italy",5,"Yes","No",40
7839,78,39,"Female","18-25","Acquaintances","Other","Italy",3,"No","No",23
7840,78,40,"Male","26-30","Acquaintances","Sri Lanka","Italy",5,"No","No",29
7841,78,41,"Female","36-40","Acquaintances","Sri Lanka","Italy",5,"No","No",38
7842,78,42,"Male","36-40","Acquaintances","Other","Italy",4,"No","No",39
7843,78,43,"Male","36-40","Friends","Sri Lanka","Italy",5,"No","No",37
7844,78,44,"Female","36-40","Friends","Sri Lanka","Italy",5,"No","No",36
7845,78,45,"Male","31-35","Acquaintances","Sri Lanka","Italy",5,"Yes","No",33
7901,79,1,"Female","60+","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",81
7902,79,2,"Male","26-30","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",28
7903,79,3,"Male","26-30","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",28
7904,79,4,"Male","31-35","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",32
7905,79,5,"Male","26-30","Other family","Sri Lanka","Other",4,"Yes","Yes",28
7906,79,6,"Male","31-35","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",35
7907,79,7,"Male","31-35","Friends","Sri Lanka","Other",4,"No","No",32
7908,79,8,"Male","31-35","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",34
7909,79,9,"Female","51-60","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",53
7910,79,10,"Male","60+","Other family","Sri Lanka","Sri Lanka",3,"Yes","Yes",81
7911,79,11,"Female","41-50","Other family","Sri Lanka","Sri Lanka",5,"No","Yes",45
7912,79,12,"Male","51-60","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",53
7913,79,13,"Male","41-50","Other family","Sri Lanka","Sri Lanka",3,"No","Yes",48
7914,79,14,"Male","31-35","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",32
7915,79,15,"Male","31-35","Friends","Sri Lanka","Other",5,"Yes","No",31
7916,79,16,"Male","31-35","Friends","Sri Lanka","Sri Lanka",4,"No","No",33
7917,79,17,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",34
7918,79,18,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",32
7919,79,19,"Male","31-35","Friends","Sri Lanka","Italy",4,"Yes","No",33
7920,79,20,"Male","31-35","Friends","Sri Lanka","Italy",3,"No","No",33
7921,79,21,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",44
7922,79,22,"Female","41-50","Friends","Italy","Italy",5,"Yes","No",42
7923,79,23,"Female","51-60","Acquaintances","Italy","Italy",3,"No","No",55
7924,79,24,"Male","51-60","Acquaintances","Italy","Italy",3,"No","No",55
7925,79,25,"Male","41-50","Acquaintances","Italy","Italy",3,"No","No",43
7926,79,26,"Male","51-60","Friends","Italy","Italy",4,"Yes","No",57
7927,79,27,"Male","31-35","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",31
7928,79,28,"Female","18-25","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",22
7929,79,29,"Male","60+","Friends","Italy","Italy",5,"Yes","No",71
7930,79,30,"Male","36-40","Friends","Sri Lanka","Sri Lanka",4,"No","No",39
7931,79,31,"Male","31-35","Acquaintances","Sri Lanka","Italy",3,"No","No",31
7932,79,32,"Male","41-50","Acquaintances","Sri Lanka","Italy",3,"No","No",45
7933,79,33,"Female","31-35","Acquaintances","Sri Lanka","Italy",3,"No","No",33
7934,79,34,"Male","31-35","Friends","Sri Lanka","Sri Lanka",4,"No","No",34
7935,79,35,"Male","36-40","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",40
7936,79,36,"Female","26-30","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",29
7937,79,37,"Male","26-30","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",28
7938,79,38,"Male","31-35","Acquaintances","Sri Lanka","Italy",3,"No","No",32
7939,79,39,"Male","26-30","Acquaintances","Sri Lanka","Italy",3,"No","No",30
7940,79,40,"Female","51-60","Friends","Other","Other",5,"Yes","No",54
7941,79,41,"Female","26-30","Friends","Sri Lanka","Other",5,"Yes","No",28
7942,79,42,"Female","26-30","Friends","Sri Lanka","Other",5,"Yes","No",30
7943,79,43,"Female","26-30","Friends","Sri Lanka","Other",5,"Yes","No",28
7944,79,44,"Female","51-60","Friends","Other","Other",5,"Yes","No",56
7945,79,45,"Female","51-60","Friends","Other","Other",5,"Yes","No",58
8001,80,1,"Male","41-50","Other family","Sri Lanka","Italy",3,"No","Yes",46
8002,80,2,"Male","41-50","Friends","Sri Lanka","Italy",3,"Yes","No",44
8003,80,3,"Male","51-60","Friends","Sri Lanka","Italy",3,"Yes","No",58
8004,80,4,"Male","36-40","Friends","Sri Lanka","Italy",5,"Yes","No",40
8005,80,5,"Male","41-50","Friends","Italy","Italy",3,"No","No",43
8006,80,6,"Male","31-35","Friends","Italy","Italy",3,"No","No",33
8007,80,7,"Male","41-50","Other family","Sri Lanka","Italy",5,"Yes","Yes",43
8008,80,8,"Female","26-30","Friends","Other","Italy",3,"No","No",28
8009,80,9,"Male","60+","Acquaintances","Italy","Italy",3,"No","No",92
8010,80,10,"Female","60+","Acquaintances","Italy","Italy",3,"No","No",78
8011,80,11,"Female","60+","Friends","Italy","Italy",3,"Yes","No",80
8012,80,12,"Male","51-60","Acquaintances","Italy","Italy",2,"No","No",59
8013,80,13,"Male","36-40","Friends","Sri Lanka","Italy",4,"Yes","No",38
8014,80,14,"Male","41-50","Friends","Sri Lanka","Italy",3,"Yes","No",42
8015,80,15,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",44
8016,80,16,"Male","51-60","Friends","Sri Lanka","Other",5,"Yes","No",53
8017,80,17,"Female","41-50","Other family","Sri Lanka","Italy",4,"Yes","Yes",42
8018,80,18,"Male","41-50","Friends","Sri Lanka","Italy",3,"Yes","No",47
8019,80,19,"Male","51-60","Other family","Sri Lanka","Italy",2,"Yes","Yes",53
8020,80,20,"Male","36-40","Friends","Sri Lanka","Italy",3,"Yes","No",37
8021,80,21,"Male","41-50","Friends","Sri Lanka","Italy",3,"Yes","No",45
8022,80,22,"Male","41-50","Friends","Sri Lanka","Other",5,"Yes","No",44
8023,80,23,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",48
8024,80,24,"Male","41-50","Friends","Sri Lanka","Italy",3,"Yes","No",45
8025,80,25,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",46
8026,80,26,"Male","51-60","Friends","Sri Lanka","Italy",4,"Yes","No",58
8027,80,27,"Male","36-40","Friends","Sri Lanka","Italy",4,"Yes","No",39
8028,80,28,"Female","36-40","Close family","Sri Lanka","Italy",NA,NA,"Yes",37
8029,80,29,"Male","41-50","Close family","Sri Lanka","Italy",NA,NA,"Yes",41
8030,80,30,"Female","41-50","Close family","Sri Lanka","Other",NA,NA,"Yes",48
8031,80,31,"Male","41-50","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",50
8032,80,32,"Male","36-40","Acquaintances","Other","Italy",2,"No","No",37
8033,80,33,"Male","60+","Friends","Italy","Italy",3,"No","No",92
8034,80,34,"Male","36-40","Other family","Sri Lanka","Other",5,"Yes","Yes",36
8035,80,35,"Male","36-40","Friends","Sri Lanka","Other",3,"Yes","No",37
8036,80,36,"Male","41-50","Other family","Sri Lanka","Italy",3,"Yes","Yes",43
8037,80,37,"Female","36-40","Other family","Sri Lanka","Italy",5,"Yes","Yes",38
8038,80,38,"Female","41-50","Acquaintances","Sri Lanka","Italy",3,"Yes","No",47
8039,80,39,"Male","41-50","Acquaintances","Italy","Italy",2,"No","No",42
8040,80,40,"Male","41-50","Acquaintances","Sri Lanka","Italy",2,"No","No",42
8041,80,41,"Male","51-60","Friends","Sri Lanka","Italy",5,"Yes","No",58
8042,80,42,"Male","36-40","Friends","Sri Lanka","Sri Lanka",3,"No","No",39
8043,80,43,"Female","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",42
8044,80,44,"Male","41-50","Acquaintances","Other","Italy",2,"Yes","No",46
8045,80,45,"Male","60+","Friends","Italy","Italy",3,"Yes","No",74
8101,81,1,"Female","18-25","Close family","Sri Lanka","Italy",NA,NA,"Yes",24
8102,81,2,"Male","31-35","Close family","Sri Lanka","Italy",NA,NA,"Yes",32
8103,81,3,"Female","26-30","Close family","Sri Lanka","Italy",NA,NA,"Yes",30
8104,81,4,"Female","41-50","Close family","Sri Lanka","Italy",NA,NA,"Yes",47
8105,81,5,"Male","51-60","Close family","Sri Lanka","Italy",NA,NA,"Yes",58
8106,81,6,"Male","26-30","Other family","Sri Lanka","Italy",4,"Yes","Yes",28
8107,81,7,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",32
8108,81,8,"Male","41-50","Acquaintances","Sri Lanka","Italy",3,"Yes","No",42
8109,81,9,"Male","36-40","Acquaintances","Sri Lanka","Italy",3,"No","No",38
8110,81,10,"Male","31-35","Acquaintances","Sri Lanka","Italy",2,"No","No",35
8111,81,11,"Male","36-40","Friends","Sri Lanka","Italy",5,"Yes","No",37
8112,81,12,"Male","18-25","Acquaintances","Sri Lanka","Italy",3,"No","No",24
8113,81,13,"Male","36-40","Acquaintances","Sri Lanka","Italy",2,"Yes","No",37
8114,81,14,"Male","26-30","Acquaintances","Italy","Italy",3,"No","No",28
8115,81,15,"Male","26-30","Acquaintances","Sri Lanka","Italy",1,"No","No",30
8116,81,16,"Male","26-30","Friends","Sri Lanka","Italy",4,"Yes","No",27
8117,81,17,"Male","31-35","Acquaintances","Sri Lanka","Italy",4,"No","No",31
8118,81,18,"Male","18-25","Other family","Sri Lanka","Italy",2,"No","Yes",24
8119,81,19,"Male","31-35","Other family","Sri Lanka","Italy",2,"Yes","Yes",35
8120,81,20,"Male","26-30","Other family","Sri Lanka","Italy",3,"No","Yes",26
8121,81,21,"Male","18-25","Other family","Sri Lanka","Italy",1,"No","Yes",23
8122,81,22,"Male","41-50","Acquaintances","Sri Lanka","Italy",3,"No","No",41
8123,81,23,"Male","41-50","Acquaintances","Sri Lanka","Sri Lanka",4,"No","No",45
8124,81,24,"Male","26-30","Acquaintances","Sri Lanka","Italy",4,"No","No",26
8125,81,25,"Male","18-25","Acquaintances","Sri Lanka","Italy",4,"No","No",19
8126,81,26,"Male","18-25","Friends","Sri Lanka","Italy",3,"Yes","No",19
8127,81,27,"Male","36-40","Acquaintances","Italy","Italy",3,"No","No",36
8128,81,28,"Male","36-40","Acquaintances","Italy","Italy",4,"Yes","No",39
8129,81,29,"Male","18-25","Acquaintances","Sri Lanka","Italy",3,"Yes","No",19
8130,81,30,"Male","26-30","Acquaintances","Sri Lanka","Italy",4,"Yes","No",30
8131,81,31,"Male","26-30","Friends","Sri Lanka","Italy",5,"Yes","No",30
8132,81,32,"Male","18-25","Friends","Sri Lanka","Sri Lanka",4,"No","No",20
8133,81,33,"Male","18-25","Acquaintances","Sri Lanka","Sri Lanka",2,"No","No",21
8134,81,34,"Male","26-30","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",26
8135,81,35,"Male","41-50","Acquaintances","Other","Italy",1,"No","No",48
8136,81,36,"Male","18-25","Other family","Sri Lanka","Italy",4,"Yes","Yes",22
8137,81,37,"Male","18-25","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",22
8138,81,38,"Male","31-35","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",34
8139,81,39,"Male","26-30","Other family","Sri Lanka","Italy",4,"Yes","Yes",30
8140,81,40,"Male","26-30","Friends","Sri Lanka","Sri Lanka",4,"No","No",27
8141,81,41,"Male","18-25","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",20
8142,81,42,"Male","31-35","Friends","Sri Lanka","Sri Lanka",5,"No","No",33
8143,81,43,"Male","26-30","Friends","Sri Lanka","Sri Lanka",5,"No","No",26
8144,81,44,"Male","31-35","Other family","Sri Lanka","Sri Lanka",5,"No","Yes",32
8145,81,45,"Male","26-30","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",27
8201,82,1,"Female","41-50","Close family","Sri Lanka","Italy",NA,NA,"Yes",47
8202,82,2,"Male","41-50","Close family","Sri Lanka","Italy",NA,NA,"Yes",43
8203,82,3,"Female","60+","Close family","Sri Lanka","Italy",NA,NA,"Yes",80
8204,82,4,"Female","51-60","Close family","Sri Lanka","Italy",NA,NA,"Yes",54
8205,82,5,"Male","60+","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",63
8206,82,6,"Male","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",60
8207,82,7,"Female","60+","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",88
8208,82,8,"Male","51-60","Other family","Italy","Italy",5,"No","Yes",56
8209,82,9,"Male","60+","Other family","Italy","Italy",5,"Yes","Yes",69
8210,82,10,"Female","51-60","Other family","Sri Lanka","Italy",3,"No","Yes",58
8211,82,11,"Male","60+","Other family","Sri Lanka","Other",3,"No","Yes",81
8212,82,12,"Male","41-50","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",44
8213,82,13,"Male","60+","Friends","Sri Lanka","Other",5,"Yes","No",80
8214,82,14,"Male","60+","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",78
8215,82,15,"Female","51-60","Acquaintances","Italy","Italy",5,"Yes","No",58
8216,82,16,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",42
8217,82,17,"Male","60+","Friends","Sri Lanka","Italy",5,"Yes","No",86
8218,82,18,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",44
8219,82,19,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",47
8220,82,20,"Male","41-50","Acquaintances","Sri Lanka","Italy",3,"No","No",49
8221,82,21,"Male","36-40","Acquaintances","Sri Lanka","Italy",3,"No","No",39
8222,82,22,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",45
8223,82,23,"Female","60+","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",97
8224,82,24,"Male","60+","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",61
8225,82,25,"Male","60+","Acquaintances","Italy","Italy",3,"No","No",78
8226,82,26,"Male","60+","Acquaintances","Italy","Italy",3,"Yes","No",84
8227,82,27,"Male","41-50","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",47
8228,82,28,"Male","41-50","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",43
8229,82,29,"Male","51-60","Other family","Sri Lanka","Sri Lanka",5,"No","Yes",55
8230,82,30,"Male","41-50","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",49
8231,82,31,"Male","41-50","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",42
8232,82,32,"Male","51-60","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",53
8233,82,33,"Male","60+","Other family","Sri Lanka","Sri Lanka",5,"No","Yes",84
8234,82,34,"Male","51-60","Friends","Sri Lanka","Sri Lanka",4,"No","No",58
